Price,District,City,Town,,,,,,,,,,
242000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
335000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
190000,Faro,Faro,Conceição e Estoi,,,,,,,,,,
359000,Faro,Loulé,Quarteira,,,,,,,,,,
990000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
990000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
990000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
320000,Faro,Castro Marim,Castro Marim,,,,,,,,,,
270000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
289900,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
297000,Faro,Portimão,Portimão,,,,,,,,,,
2950000,Faro,Loulé,Quarteira,,,,,,,,,,
310000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
249500,Faro,Vila Real de Santo António,Vila Real de Santo António,,,,,,,,,,
470000,Faro,Silves,Armação de Pêra,,,,,,,,,,
470000,Faro,Silves,Armação de Pêra,,,,,,,,,,
470000,Faro,Silves,Armação de Pêra,,,,,,,,,,
450000,Faro,Silves,Armação de Pêra,,,,,,,,,,
520000,Faro,Silves,Armação de Pêra,,,,,,,,,,
560000,Faro,Silves,Armação de Pêra,,,,,,,,,,
560000,Faro,Silves,Armação de Pêra,,,,,,,,,,
560000,Faro,Silves,Armação de Pêra,,,,,,,,,,
205000,Faro,Portimão,Portimão,,,,,,,,,,
850000,Faro,Silves,Armação de Pêra,,,,,,,,,,
850000,Faro,Silves,Armação de Pêra,,,,,,,,,,
189000,Faro,Portimão,Portimão,,,,,,,,,,
300000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
185000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
6000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
6500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
470000,Faro,Silves,Armação de Pêra,,,,,,,,,,
450000,Faro,Silves,Armação de Pêra,,,,,,,,,,
420000,Faro,Silves,Armação de Pêra,,,,,,,,,,
440000,Faro,Silves,Armação de Pêra,,,,,,,,,,
22800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
8800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
37000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
390000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
70000,Faro,Castro Marim,Odeleite,,,,,,,,,,
3900000,Faro,Loulé,Almancil,,,,,,,,,,
258000,Faro,Portimão,Portimão,,,,,,,,,,
185000,Faro,Silves,Armação de Pêra,,,,,,,,,,
799000,Faro,Faro,Montenegro,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
370000,Faro,Silves,Armação de Pêra,,,,,,,,,,
410000,Faro,Silves,Armação de Pêra,,,,,,,,,,
410000,Faro,Silves,Armação de Pêra,,,,,,,,,,
410000,Faro,Silves,Armação de Pêra,,,,,,,,,,
410000,Faro,Silves,Armação de Pêra,,,,,,,,,,
390000,Faro,Silves,Armação de Pêra,,,,,,,,,,
420000,Faro,Silves,Armação de Pêra,,,,,,,,,,
440000,Faro,Silves,Armação de Pêra,,,,,,,,,,
440000,Faro,Silves,Armação de Pêra,,,,,,,,,,
440000,Faro,Silves,Armação de Pêra,,,,,,,,,,
390000,Faro,Silves,Armação de Pêra,,,,,,,,,,
3300000,Faro,Faro,Conceição e Estoi,,,,,,,,,,
355000,Faro,Portimão,Portimão,,,,,,,,,,
230000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
970000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
80000,Faro,Loulé,Boliqueime,,,,,,,,,,
970000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
187500,Faro,Portimão,Portimão,,,,,,,,,,
199000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
110000,Faro,Castro Marim,Odeleite,,,,,,,,,,
380000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
1100000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
49500,Faro,Faro,Conceição e Estoi,,,,,,,,,,
295000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
650000,Faro,Loulé,São Sebastião,,,,,,,,,,
299000,Faro,Vila Real de Santo António,Monte Gordo,,,,,,,,,,
232000,Faro,Silves,Alcantarilha e Pêra,,,,,,,,,,
2300000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
375525,Faro,Aljezur,Odeceixe,,,,,,,,,,
11500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
200000,Faro,Portimão,Portimão,,,,,,,,,,
4600000,Faro,Olhão,Quelfes,,,,,,,,,,
790000,Faro,Faro,Montenegro,,,,,,,,,,
990000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
450000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
1150000,Faro,Loulé,Boliqueime,,,,,,,,,,
12500,Faro,Loulé,Salir,,,,,,,,,,
850000,Faro,Aljezur,Odeceixe,,,,,,,,,,
32000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
49000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
275000,Faro,Lagos,Bensafrim e Barão de São João,,,,,,,,,,
1400000,Faro,Albufeira,Guia,,,,,,,,,,
28000,Faro,Faro,Santa Bárbara de Nexe,,,,,,,,,,
24000,Faro,Faro,Santa Bárbara de Nexe,,,,,,,,,,
189000,Faro,Olhão,Olhão,,,,,,,,,,
1980000,Faro,Portimão,Portimão,,,,,,,,,,
1100000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
555000,Faro,Loulé,"Querença, Tôr e Benafim",,,,,,,,,,
52000,Faro,Loulé,Boliqueime,,,,,,,,,,
180000,Faro,Vila do Bispo,Sagres,,,,,,,,,,
270000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
240000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
695000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
75000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
60000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
880000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
269000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
160500,Faro,Albufeira,Guia,,,,,,,,,,
285500,Faro,Portimão,Portimão,,,,,,,,,,
265500,Faro,Portimão,Portimão,,,,,,,,,,
850000,Faro,Albufeira,Guia,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
750000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
350000,Faro,Loulé,Quarteira,,,,,,,,,,
8000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
5000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
9000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
9000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
1000000,Faro,Silves,Alcantarilha e Pêra,,,,,,,,,,
5000000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
189000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
330000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
330000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
1300000,Faro,Olhão,Olhão,,,,,,,,,,
1900000,Faro,Olhão,Olhão,,,,,,,,,,
248000,Faro,Portimão,Portimão,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2950000,Faro,Loulé,Quarteira,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
160000,Faro,Portimão,Alvor,,,,,,,,,,
19000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
34000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
455000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
840000,Faro,Loulé,Quarteira,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
8000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
8000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
8000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
199500,Faro,Vila Real de Santo António,Vila Nova de Cacela,,,,,,,,,,
650000,Faro,Faro,Montenegro,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
3000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
535000,Faro,Loulé,Quarteira,,,,,,,,,,
115000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
960000,Faro,Portimão,Portimão,,,,,,,,,,
255000,Faro,Portimão,Portimão,,,,,,,,,,
36500,Faro,Castro Marim,Castro Marim,,,,,,,,,,
225000,Faro,Portimão,Alvor,,,,,,,,,,
580000,Faro,Loulé,São Clemente,,,,,,,,,,
260000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
269000,Faro,Loulé,Quarteira,,,,,,,,,,
397000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
402000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
165500,Faro,Portimão,Portimão,,,,,,,,,,
900000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
399950,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
750000,Faro,Albufeira,Ferreiras,,,,,,,,,,
950000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
670000,Faro,Olhão,Olhão,,,,,,,,,,
950000,Faro,Loulé,Quarteira,,,,,,,,,,
425000,Faro,Loulé,Quarteira,,,,,,,,,,
25000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
5000,Faro,Albufeira,Guia,,,,,,,,,,
1050000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
750000,Faro,Olhão,Moncarapacho e Fuseta,,,,,,,,,,
650000,Faro,Vila do Bispo,Sagres,,,,,,,,,,
295000,Faro,Loulé,São Clemente,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
347000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
9000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
320000,Faro,Portimão,Portimão,,,,,,,,,,
65000,Faro,Vila do Bispo,Budens,,,,,,,,,,
350000,Faro,Portimão,Portimão,,,,,,,,,,
430000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
229000,Faro,Vila Real de Santo António,Vila Real de Santo António,,,,,,,,,,
165000,Faro,Portimão,Alvor,,,,,,,,,,
350000,Faro,Silves,São Marcos da Serra,,,,,,,,,,
25000,Faro,Loulé,Boliqueime,,,,,,,,,,
79000,Faro,Portimão,Portimão,,,,,,,,,,
220000,Faro,Castro Marim,Altura,,,,,,,,,,
329900,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
13000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
189000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
288000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
75000,Faro,Silves,Silves,,,,,,,,,,
160000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
280000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
165000,Faro,Portimão,Alvor,,,,,,,,,,
290000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
180000,Faro,Silves,Armação de Pêra,,,,,,,,,,
82500,Faro,Silves,Silves,,,,,,,,,,
1345000,Faro,Albufeira,Guia,,,,,,,,,,
15000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
520000,Faro,Loulé,São Sebastião,,,,,,,,,,
680000,Faro,Portimão,Alvor,,,,,,,,,,
2600000,Faro,Loulé,Quarteira,,,,,,,,,,
2450000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
2350000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
145000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
580000,Faro,Portimão,Portimão,,,,,,,,,,
11500,Faro,Loulé,Quarteira,,,,,,,,,,
7500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
276000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
239000,Faro,Silves,Armação de Pêra,,,,,,,,,,
90000,Faro,Vila Real de Santo António,Vila Nova de Cacela,,,,,,,,,,
800000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
1300000,Faro,Castro Marim,Castro Marim,,,,,,,,,,
225000,Faro,Vila do Bispo,Vila do Bispo e Raposeira,,,,,,,,,,
12000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
117000,Faro,Portimão,Portimão,,,,,,,,,,
2750000,Faro,Vila Real de Santo António,Vila Nova de Cacela,,,,,,,,,,
139900,Faro,Albufeira,Ferreiras,,,,,,,,,,
375000,Faro,Loulé,Quarteira,,,,,,,,,,
2500000,Faro,Lagos,Luz,,,,,,,,,,
295000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
26500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
18000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
9000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
399950,Faro,Albufeira,Ferreiras,,,,,,,,,,
215000,Faro,Faro,Santa Bárbara de Nexe,,,,,,,,,,
350000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
595000,Faro,Loulé,Quarteira,,,,,,,,,,
1990000,Faro,Vila do Bispo,Sagres,,,,,,,,,,
180000,Faro,Lagos,Bensafrim e Barão de São João,,,,,,,,,,
920000,Faro,Castro Marim,Altura,,,,,,,,,,
592000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
299000,Faro,Portimão,Portimão,,,,,,,,,,
1850000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
95000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
595000,Faro,Faro,Conceição e Estoi,,,,,,,,,,
420000,Faro,Portimão,Mexilhoeira Grande,,,,,,,,,,
205000,Faro,Castro Marim,Castro Marim,,,,,,,,,,
419000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
677000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
436000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
735000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
800000,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,,,,,,,,,,
2950000,Faro,Loulé,Quarteira,,,,,,,,,,
2850000,Faro,Loulé,Quarteira,,,,,,,,,,
750000,Faro,Portimão,Portimão,,,,,,,,,,
6000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
240000,Faro,Loulé,Quarteira,,,,,,,,,,
125000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
1350000,Faro,Lagos,Luz,,,,,,,,,,
180000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
9800,Faro,Loulé,Quarteira,,,,,,,,,,
380000,Faro,Portimão,Alvor,,,,,,,,,,
375000,Faro,Loulé,Quarteira,,,,,,,,,,
485000,Faro,Faro,Conceição e Estoi,,,,,,,,,,
310000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
190000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
279000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
399000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
289000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
375000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
595000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
298000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
228000,Faro,Silves,Armação de Pêra,,,,,,,,,,
499500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
475000,Faro,Portimão,Portimão,,,,,,,,,,
49000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
46000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
32000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
96800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
510000,Faro,Portimão,Portimão,,,,,,,,,,
355000,Faro,Olhão,Olhão,,,,,,,,,,
4000000,Faro,Lagoa (Algarve),Ferragudo,,,,,,,,,,
362500,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
270000,Faro,Portimão,Portimão,,,,,,,,,,
190000,Faro,Portimão,Portimão,,,,,,,,,,
189000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
490000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
695000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
850000,Faro,Lagos,São Gonçalo de Lagos,,,,,,,,,,
2400,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
295900,Faro,Vila Real de Santo António,Monte Gordo,,,,,,,,,,
22000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
550000,Faro,Faro,Montenegro,,,,,,,,,,
269000,Faro,Portimão,Portimão,,,,,,,,,,
137000,Faro,Portimão,Portimão,,,,,,,,,,
14950,Faro,Vila do Bispo,Vila do Bispo e Raposeira,,,,,,,,,,
650000,Faro,Portimão,Portimão,,,,,,,,,,
187500,Faro,Loulé,Quarteira,,,,,,,,,,
195000,Faro,Tavira,Conceição e Cabanas de Tavira,,,,,,,,,,
375000,Faro,Portimão,Alvor,,,,,,,,,,
850000,Faro,Loulé,Quarteira,,,,,,,,,,
235000,Faro,Portimão,Portimão,,,,,,,,,,
42500,Faro,Faro,Conceição e Estoi,,,,,,,,,,
90000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
32000,Faro,Silves,São Bartolomeu de Messines,,,,,,,,,,
1100000,Faro,Lagoa (Algarve),Ferragudo,,,,,,,,,,
900000,Faro,Silves,Alcantarilha e Pêra,,,,,,,,,,
250000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
60000,Faro,Vila do Bispo,Vila do Bispo e Raposeira,,,,,,,,,,
220000,Faro,Castro Marim,Altura,,,,,,,,,,
94990,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
280000,Faro,Portimão,Alvor,,,,,,,,,,
210000,Faro,Portimão,Portimão,,,,,,,,,,
369900,Faro,Olhão,Olhão,,,,,,,,,,
309000,Faro,Olhão,Olhão,,,,,,,,,,
120000,Faro,Silves,Algoz e Tunes,,,,,,,,,,
950000,Faro,Silves,Silves,,,,,,,,,,
598000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
278000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
280000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
260000,Faro,Portimão,Portimão,,,,,,,,,,
195000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
435000,Faro,Faro,Faro (Sé e São Pedro),,,,,,,,,,
34000,Faro,São Brás de Alportel,São Brás de Alportel,,,,,,,,,,
139000,Faro,Portimão,Alvor,,,,,,,,,,
375000,Faro,Loulé,Boliqueime,,,,,,,,,,
12500000,Faro,Loulé,Almancil,,,,,,,,,,
175000,Faro,Portimão,Portimão,,,,,,,,,,
1700000,Faro,Loulé,Almancil,,,,,,,,,,
320000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
335000,Faro,Portimão,Portimão,,,,,,,,,,
199000,Faro,Loulé,Quarteira,,,,,,,,,,
435000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
310000,Faro,Lagoa (Algarve),Ferragudo,,,,,,,,,,
980000,Faro,Silves,Armação de Pêra,,,,,,,,,,
310000,Faro,Portimão,Portimão,,,,,,,,,,
1100000,Faro,Olhão,Pechão,,,,,,,,,,
210000,Faro,Portimão,Portimão,,,,,,,,,,
595000,Faro,Lagoa (Algarve),Ferragudo,,,,,,,,,,
289000,Faro,Lagoa (Algarve),Estômbar e Parchal,,,,,,,,,,
215000,Faro,Loulé,Quarteira,,,,,,,,,,
255000,Faro,Portimão,Portimão,,,,,,,,,,
230000,Faro,Silves,Silves,,,,,,,,,,
150000,Faro,Vila Real de Santo António,Monte Gordo,,,,,,,,,,
220000,Faro,Tavira,Tavira (Santa Maria e Santiago),,,,,,,,,,
595000,Faro,Silves,Armação de Pêra,,,,,,,,,,
450000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
210000,Faro,Silves,Armação de Pêra,,,,,,,,,,
950000,Faro,Loulé,Quarteira,,,,,,,,,,
89000,Faro,Loulé,Alte,,,,,,,,,,
450000,Faro,Tavira,Santa Catarina Fonte Bispo,,,,,,,,,,
750000,Faro,Faro,Montenegro,,,,,,,,,,
48000,Faro,Olhão,Pechão,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
165000,Faro,Olhão,Olhão,,,,,,,,,,
220000,Faro,Castro Marim,Castro Marim,,,,,,,,,,
370000,Faro,Tavira,Santa Catarina Fonte Bispo,,,,,,,,,,
250000,Faro,Loulé,Quarteira,,,,,,,,,,
450000,Faro,Loulé,Almancil,,,,,,,,,,
50000,Faro,Faro,Santa Bárbara de Nexe,,,,,,,,,,
250000,Faro,Portimão,Alvor,,,,,,,,,,
14250,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
280000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
385000,Faro,Portimão,Portimão,,,,,,,,,,
375000,Faro,Portimão,Portimão,,,,,,,,,,
6500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
5000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2500,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
2000,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
284000,Faro,Vila Real de Santo António,Monte Gordo,,,,,,,,,,
7800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
7800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
7800,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
4850,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
4850,Faro,Albufeira,Albufeira e Olhos de Água,,,,,,,,,,
206500,Faro,Vila Real de Santo António,Monte Gordo,,,,,,,,,,
